,FUENTES_FINANCIACION,PERSONAS_A_CARGO,DIFICULTAD_PAGO_MATRICULA,TURNO_TRABAJO_ESTUDIO,TIPO_VIVIENDA_RESIDENCIA,ZONA_VIVIENDA_RESIDENCIA,VIVE_PADRES_FAMILIAR,SISBEN,NUM_HIJOS,VIVE_PERSONAS_MAYORES,VIVE_PERSONAS_PATOLOGIAS,VICTIMA_VIOLENCIA,FRECUENCIA_USO_CANALES_ATENCION,ORIENTACION_CAT,COMUNA,NIV_EDUCATIVO_PADRE_CAT,NIV_EDUCATIVO_MADRE_CAT,ES_VULNERABLE,ES_GRUPO_ETNICO,GRUPO_ETNICO_CAT,HORAS_FUERA_CASA,RECURSOS_TECNOLOGICOS,HERMANOS_CAT,CARGA_LABORAL,CARGA_HOGAR,CONDICION_DISCAPACIDAD,HABITOS_RIESGO,IMC_CAT,CIENCIAS BÁSICAS_bin,CIENCIAS BÁSICAS DE INGENIERÍA_bin,INGENIERÍA APLICADA_bin,INSTITUCIONAL_bin
344,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,No,0,Si,No,No,Frecuentemente,No responde,Comuna Oriental,Superior,Media,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,SOBREPESO,2–2.99,2–2.99,3–3.99,2–2.99
513,Otro / No aplica,SIN_CARGAS,No,Mixto,Propia pagada,Zona urbana,Si,Si,0,Si,No,No,Frecuentemente,Heterosexual,Comuna Sur Occidental,Media,Media,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,BAJO,NORMAL,4–5,4–5,4–5,4–5
375,Recursos propios,CON_CARGAS,No,Mixto,Arrendada,Zona urbana,Si,Si,2,Si,No,No,Con poca frecuencia,Diversa,Comuna Norte,Básica,Media,No,No,No étnico,ALTO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,4–5
126,Crédito,SIN_CARGAS,Si,Diurno,Propia pagada,Zona urbana,Si,No,0,Si,No,No,Con poca frecuencia,No responde,Comuna Sur Occidental,Media,Superior,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
549,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,No,No,Casi nunca,No responde,Comuna Oriental,Media,Media,No,Sí,Étnico,ALTO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
579,Otro / No aplica,SIN_CARGAS,Si,Mixto,Propia pagada,Zona urbana,Si,Si,0,No,No,No,Frecuentemente,Heterosexual,Comuna Centro,Básica,Superior,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,SOLO_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
2,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona rural,Si,Si,0,Si,No,No,Con poca frecuencia,Heterosexual,Municipios Aledaños,Media,Media,No,No,No étnico,BAJO,BASICOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
404,Beca,SIN_CARGAS,No,Mixto,Propia pagada,Zona urbana,Si,No,0,No,No,No,Casi nunca,Heterosexual,Comuna Oriental,Básica,Media,No,No,No étnico,MEDIO,BASICOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,SIN,BAJO,NORMAL,3–3.99,4–5,3–3.99,3–3.99
683,Otro / No aplica,SIN_CARGAS,No,Nocturno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Frecuentemente,Heterosexual,Comuna Norte,Media,Media,No,No,No étnico,BAJO,BASICOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,Sin nota,4–5,3–3.99,3–3.99
393,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Nunca,No responde,Municipios Aledaños,Media,Superior,No,No,No étnico,MEDIO,BASICOS,POCOS_1_2,PARCIAL_1_20,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,3–3.99,2–2.99,Sin nota,1–1.99
189,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Centro,Media,Superior,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,SOLO_SIN_NINOS,COGNITIVA,NINGUNO,OBESIDAD,2–2.99,3–3.99,3–3.99,3–3.99
464,Recursos propios,SIN_CARGAS,No,Mixto,Arrendada,Zona urbana,Si,Si,0,Si,No,No,Frecuentemente,Heterosexual,Comuna Oriental,Media,Media,No,No,No étnico,ALTO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,BAJO_PESO,4–5,4–5,4–5,4–5
13,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona rural,Si,Si,0,Si,No,No responde,Casi nunca,No responde,Comuna Occidental,Básica,Media,No,No,No étnico,MEDIO,BASICOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,BAJO,NORMAL,2–2.99,2–2.99,3–3.99,4–5
127,Otro / No aplica,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,No,0,Si,No,No responde,Con poca frecuencia,No responde,Comuna Oriental,Media,Media,No,No,No reportado,ALTO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,MULTIPLE,BAJO,NORMAL,2–2.99,2–2.99,2–2.99,3–3.99
94,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,No,0,Si,No,No,Frecuentemente,Heterosexual,Comuna Sur Occidental,Superior,Superior,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,BAJO,BAJO_PESO,4–5,3–3.99,4–5,4–5
260,Otro / No aplica,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Frecuentemente,Heterosexual,Comuna Norte,Media,Media,No,No,No étnico,MEDIO,BASICOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,4–5,3–3.99
501,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,Sí,No,Frecuentemente,Heterosexual,Comuna Centro,Media,Media,No,No,No étnico,BAJO,BASICOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
598,Crédito,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,No,No,Con poca frecuencia,Heterosexual,Comuna Occidental,Media,Media,No,No,No étnico,MEDIO,COMPLETOS,NINGUNO,NO_TRABAJA,CON_NINOS_1_2,SIN,BAJO,NORMAL,4–5,4–5,4–5,3–3.99
120,Crédito,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,No,No,Con poca frecuencia,Diversa,Comuna Oriental,Media,Media,No,No,No étnico,BAJO,BASICOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
11,Beca,CON_CARGAS,No,Mixto,Arrendada,Zona urbana,Si,Si,0,Si,No,No responde,Con poca frecuencia,Heterosexual,Comuna Oriental,Básica,Media,No,No,No reportado,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,MULTIPLE,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
755,Recursos propios,CON_CARGAS,Si,Mixto,Arrendada,Zona rural,Si,Si,0,No,Sí,No,Con poca frecuencia,Heterosexual,Municipios Aledaños,Básica,Media,No,No,No étnico,ALTO,COMPLETOS,NINGUNO,ALTA_>20,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,Sin nota,4–5,2–2.99,4–5
541,Recursos propios,CON_CARGAS,No,Mixto,Arrendada,Zona urbana,No,No,0,No,No,No responde,Frecuentemente,Heterosexual,Comuna Centro,Básica,Básica,No,No,No reportado,BAJO,BASICOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,MULTIPLE,NINGUNO,SOBREPESO,4–5,4–5,4–5,4–5
203,Beca,SIN_CARGAS,Si,Diurno,Propia pagada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Municipios Aledaños,Básica,Básica,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,ALTA_>20,HOGAR_SIN_NINOS,COGNITIVA,BAJO,BAJO_PESO,3–3.99,4–5,4–5,4–5
170,Recursos propios,SIN_CARGAS,No,Mixto,Propia pagada,Zona rural,Si,Si,0,Si,No,No,Con poca frecuencia,Heterosexual,Municipios Aledaños,Media,Media,Sí,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,4–5,3–3.99
243,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagandose,Zona urbana,Si,No,0,No,No,No,Con poca frecuencia,Heterosexual,Municipios Aledaños,Básica,Básica,No,Sí,Étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,BAJO,SOBREPESO,3–3.99,3–3.99,3–3.99,4–5
548,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,No responde,Comuna Oriental,Media,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
299,Recursos propios,CON_CARGAS,Si,Diurno,Propia pagandose,Zona urbana,Si,No,2,Si,No,No responde,Con poca frecuencia,No responde,Bogota,Media,Media,No,No,No reportado,BAJO,COMPLETOS,VARIOS_3_MAS,PARCIAL_1_20,CON_NINOS_1_2,MULTIPLE,NINGUNO,NORMAL,4–5,4–5,3–3.99,4–5
83,Beca,SIN_CARGAS,Si,Diurno,Propia pagada,Zona urbana,Si,Si,0,Si,No,No,Frecuentemente,Heterosexual,Municipios Aledaños,Superior,Media,No,No,No étnico,MEDIO,BASICOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,SOBREPESO,3–3.99,3–3.99,4–5,4–5
387,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Norte,Básica,Media,No,No,No étnico,BAJO,BASICOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,ALTO,SOBREPESO,4–5,3–3.99,3–3.99,4–5
261,Beca,SIN_CARGAS,No,Nocturno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Básica,Media,Sí,No,No étnico,ALTO,BASICOS,VARIOS_3_MAS,ALTA_>20,HOGAR_SIN_NINOS,COGNITIVA,BAJO,NORMAL,3–3.99,4–5,3–3.99,3–3.99
294,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona rural,Si,No,0,No,No,No,Casi nunca,No responde,Comuna Centro,Media,Básica,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,PARCIAL_1_20,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,SOBREPESO,Sin nota,2–2.99,1–1.99,2–2.99
615,Beca,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,No,0,No,Sí,No,Casi nunca,Heterosexual,Comuna Occidental,Básica,Básica,No,No,No étnico,BAJO,COMPLETOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,SOBREPESO,3–3.99,3–3.99,3–3.99,3–3.99
146,Recursos propios,CON_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,No,No,Casi nunca,No responde,Bogota,Media,Media,No,No,No étnico,BAJO,COMPLETOS,NINGUNO,NO_TRABAJA,SOLO_SIN_NINOS,COGNITIVA,BAJO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
620,Recursos propios,SIN_CARGAS,No,Mixto,Arrendada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Básica,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,SOBREPESO,4–5,4–5,4–5,3–3.99
245,Beca,SIN_CARGAS,Si,Mixto,Arrendada,Zona rural,Si,Si,0,Si,No,No,Con poca frecuencia,No responde,Comuna Norte,Básica,Media,No,No,No étnico,BAJO,BASICOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
37,Recursos propios,SIN_CARGAS,Si,Mixto,Propia pagada,Zona urbana,Si,No,0,No,No,Si,Casi nunca,No responde,Comuna Sur Oriental,Superior,Media,No,No,No étnico,MEDIO,BASICOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,BAJO,NORMAL,3–3.99,4–5,3–3.99,4–5
582,Otro / No aplica,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Casi nunca,Heterosexual,Comuna Sur Occidental,Superior,Superior,No,No,No étnico,BAJO,COMPLETOS,NINGUNO,NO_TRABAJA,SOLO_SIN_NINOS,SIN,NINGUNO,NORMAL,2–2.99,3–3.99,3–3.99,3–3.99
534,Otro / No aplica,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,No,No,Frecuentemente,Heterosexual,Comuna Sur Oriental,Media,Media,No,No,No étnico,ALTO,BASICOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,4–5,4–5,3–3.99,4–5
42,Recursos propios,SIN_CARGAS,Si,Diurno,Propia pagada,Zona urbana,Si,No,0,No,No,No,Frecuentemente,Heterosexual,Comuna Occidental,Superior,Superior,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,4–5
725,Beca,SIN_CARGAS,No,Mixto,Arrendada,Zona urbana,No,Si,0,Si,No,No,Frecuentemente,Heterosexual,Comuna Norte,Media,Superior,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,PARCIAL_1_20,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,Sin nota,4–5,4–5,4–5
651,Otro / No aplica,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,No,0,No,No,No,Nunca,Heterosexual,Comuna Occidental,Media,Media,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,BAJO_PESO,4–5,4–5,4–5,4–5
433,Otro / No aplica,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Municipios Aledaños,Media,Básica,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
452,Recursos propios,SIN_CARGAS,No,Mixto,Arrendada,Zona urbana,Si,Si,0,Si,Sí,No,Con poca frecuencia,No responde,Comuna Oriental,Superior,Superior,Sí,No,No étnico,ALTO,COMPLETOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,OBESIDAD,3–3.99,4–5,4–5,4–5
161,Otro / No aplica,SIN_CARGAS,Si,Diurno,Arrendada,Zona rural,Si,Si,0,Si,No,No responde,Casi nunca,No responde,Municipios Aledaños,Básica,Media,No,No,No étnico,BAJO,BASICOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
89,Beca,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Frecuentemente,Heterosexual,Comuna Occidental,Básica,Media,Sí,No,No étnico,ALTO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,SOLO_SIN_NINOS,COGNITIVA,BAJO,NORMAL,4–5,4–5,4–5,4–5
238,Otro / No aplica,SIN_CARGAS,No,Diurno,Propia pagandose,Zona urbana,Si,Si,0,No,No,No,Casi nunca,No responde,Municipios Aledaños,Media,Media,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,BAJO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
303,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona rural,Si,No,0,No,No,No,Con poca frecuencia,Heterosexual,Municipios Aledaños,Media,Media,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
443,Crédito,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No responde,Con poca frecuencia,No responde,Comuna Sur Occidental,Media,Media,No,No,No reportado,ALTO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,MULTIPLE,BAJO,NORMAL,0–0.99,2–2.99,4–5,1–1.99
163,Crédito,SIN_CARGAS,Si,Diurno,Propia pagada,Zona urbana,Si,Si,0,Si,No,No,Frecuentemente,No responde,Comuna Sur Occidental,Básica,Básica,No,No,No étnico,MEDIO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,BAJO_PESO,3–3.99,3–3.99,4–5,4–5
713,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,No,0,Si,Sí,No,Casi nunca,Heterosexual,Comuna Occidental,Media,Media,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,Sin nota,4–5,3–3.99,3–3.99
544,Crédito,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,No,0,Si,Sí,No,Con poca frecuencia,Heterosexual,Comuna Norte,Media,Superior,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,SOBREPESO,4–5,4–5,4–5,4–5
445,Recursos propios,SIN_CARGAS,Si,Diurno,Propia pagada,Zona urbana,Si,No,0,Si,Sí,No,Frecuentemente,No responde,Comuna Sur Occidental,Media,Básica,No,No,No étnico,ALTO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
225,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona rural,Si,Si,0,Si,No,No responde,Frecuentemente,Heterosexual,Comuna Oriental,Básica,Media,No,No,No reportado,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,MULTIPLE,BAJO,NORMAL,3–3.99,4–5,3–3.99,4–5
743,Crédito,CON_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,No,0,Si,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Superior,Superior,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,Sin nota,4–5,3–3.99,4–5
88,Beca,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,Si,0,Si,No,No,Con poca frecuencia,No responde,Comuna Occidental,Media,Básica,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,BAJO,NORMAL,4–5,4–5,3–3.99,4–5
558,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,No,0,No,No,No,Con poca frecuencia,No responde,Comuna Centro,Media,Media,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,3–3.99,4–5,3–3.99
720,Recursos propios,SIN_CARGAS,No,Mixto,Arrendada,Zona urbana,Si,Si,0,Si,No,No,Con poca frecuencia,Heterosexual,Comuna Centro,Media,Media,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,Sin nota,4–5,3–3.99,3–3.99
516,Otro / No aplica,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Casi nunca,Heterosexual,Municipios Aledaños,Media,Media,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,PARCIAL_1_20,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
376,Recursos propios,SIN_CARGAS,No,Mixto,Propia pagada,Zona urbana,Si,No,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Oriental,Media,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,4–5,3–3.99
87,Beca,SIN_CARGAS,Si,Diurno,Arrendada,Zona rural,Si,Si,0,Si,No,No,Frecuentemente,Heterosexual,Municipios Aledaños,Básica,Media,Sí,No,No étnico,ALTO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,BAJO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
559,Recursos propios,SIN_CARGAS,No,Mixto,Arrendada,Zona urbana,Si,Si,0,No,No,No,Casi nunca,Heterosexual,Comuna Sur Occidental,Media,Básica,No,No,No étnico,ALTO,BASICOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,3–3.99,4–5,4–5,3–3.99
227,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona rural,Si,Si,0,No,No,No,Frecuentemente,Heterosexual,Municipios Aledaños,Media,Media,No,No,No étnico,MEDIO,BASICOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_3_MAS,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,4–5
386,Recursos propios,CON_CARGAS,Si,Mixto,Propia pagada,Zona urbana,Si,No,2,Si,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Media,Media,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,OBESIDAD,4–5,4–5,4–5,4–5
385,Beca,CON_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,No,1,Si,No,No,Con poca frecuencia,No responde,Comuna Sur Oriental,Básica,Básica,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,SOLO_SIN_NINOS,COGNITIVA,NINGUNO,SOBREPESO,4–5,3–3.99,3–3.99,3–3.99
223,Beca,SIN_CARGAS,No,Mixto,Propia pagada,Zona rural,Si,Si,0,Si,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Oriental,Media,Media,No,No,No étnico,BAJO,BASICOS,VARIOS_3_MAS,PARCIAL_1_20,HOGAR_SIN_NINOS,COGNITIVA,BAJO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
141,Recursos propios,SIN_CARGAS,Si,Mixto,Propia pagandose,Zona urbana,Si,No,0,Si,No,No,Con poca frecuencia,No responde,Comuna Norte,Básica,Media,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,NORMAL,2–2.99,3–3.99,3–3.99,3–3.99
517,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Media,Superior,No,No,No étnico,ALTO,COMPLETOS,NINGUNO,NO_TRABAJA,SOLO_SIN_NINOS,SIN,NINGUNO,SOBREPESO,4–5,4–5,3–3.99,4–5
624,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona rural,Si,Si,0,No,No,No,Frecuentemente,Heterosexual,Municipios Aledaños,Básica,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
40,Beca,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,Si,0,No,No,No,Casi nunca,No responde,Comuna Sur Occidental,Media,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
361,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,No,0,No,No,No,Casi nunca,No responde,Comuna Sur Oriental,Media,Media,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,BAJO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
236,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,No,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Media,Media,No,No,No étnico,MEDIO,BASICOS,VARIOS_3_MAS,PARCIAL_1_20,HOGAR_SIN_NINOS,COGNITIVA,BAJO,NORMAL,3–3.99,4–5,3–3.99,4–5
597,Otro / No aplica,SIN_CARGAS,No,Mixto,Arrendada,Zona urbana,Si,Si,0,No,No,No,Casi nunca,No responde,Municipios Aledaños,Básica,Media,Sí,No,No étnico,BAJO,BASICOS,VARIOS_3_MAS,PARCIAL_1_20,HOGAR_SIN_NINOS,SIN,NINGUNO,SOBREPESO,4–5,4–5,4–5,3–3.99
390,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,No responde,Comuna Sur Occidental,Básica,Básica,Sí,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,PARCIAL_1_20,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,4–5,2–2.99,Sin nota,1–1.99
461,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagandose,Zona urbana,Si,No,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Media,Superior,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
